student_id,test_id,grade,percentage,attempt
96,395,6,76,1
96,396,8,93,1
96,397,1,1,1
96,398,2,22,1
96,399,4,61,1
96,400,1,17,2
97,351,4,62,1
97,352,2,34,1
97,353,1,7,1
97,354,2,26,1
97,355,1,3,1
97,356,10,99,1
97,357,1,16,1
97,358,2,24,1
97,359,4,51,1
97,360,8,93,1
97,361,6,79,1
97,362,2,26,2
97,363,2,28,1
97,364,8,90,1
97,365,4,64,1
97,366,1,16,1
97,367,4,53,1
97,368,1,6,1
97,369,1,14,1
97,370,2,21,1
97,371,6,76,1
97,372,1,8,1
97,373,6,79,1
97,374,6,77,1
97,375,1,12,1
97,376,2,27,1
97,377,2,24,2
97,378,4,63,1
97,379,6,81,1
97,380,1,16,1
97,381,1,11,1
97,382,6,76,1
97,383,4,61,1
97,384,5,65,1
97,385,4,57,1
97,386,4,52,1
97,387,5,72,1
97,388,4,56,1
97,389,1,4,1
97,390,2,27,1
97,391,8,93,1
97,392,1,18,1
97,393,8,92,1
97,394,3,48,1
97,395,3,40,1
97,396,3,41,2
97,397,1,10,1
97,398,10,98,1
97,399,2,34,2
97,400,2,23,2
98,351,5,70,1
98,352,4,63,1
98,353,2,27,1
98,354,1,17,2
98,355,5,73,1
98,356,2,30,1
98,357,3,43,1
98,358,4,53,1
98,359,4,62,1
98,360,2,23,1
98,361,4,63,1
98,362,7,88,1
98,363,5,65,1
98,364,1,12,1
98,365,3,42,1
98,366,6,81,1
98,367,3,46,1
98,368,1,3,1
98,369,7,83,1
98,370,4,51,1
98,371,7,87,1
98,372,2,28,1
98,373,7,87,1
98,374,4,53,1
98,375,3,48,1
98,376,1,10,2
98,377,3,36,2
98,378,2,20,1
98,379,3,43,1
98,380,1,12,1
98,381,4,57,1
98,382,1,9,1
98,383,2,26,1
98,384,3,40,1
98,385,3,42,2
98,386,4,61,1
98,387,8,93,1
98,388,1,3,2
98,389,9,94,1
98,390,5,72,1
98,391,5,67,1
98,392,3,41,2
98,393,6,78,1
98,394,6,81,1
98,395,5,71,1
98,396,4,55,2
98,397,1,12,1
98,398,4,50,1
98,399,4,63,1
98,400,9,95,1
99,351,9,97,1
99,352,6,82,1
99,353,8,91,1
99,354,2,25,1
99,355,4,62,1
99,356,2,21,1
99,357,8,90,1
99,358,3,39,1
99,359,4,56,1
99,360,2,20,1
99,361,4,64,1
99,362,1,5,1
99,363,2,22,2
99,364,1,1,1
99,365,4,51,1
99,366,3,48,2
99,367,2,23,1
99,368,2,27,1
99,369,2,24,1
99,370,7,87,1
99,371,5,69,1
99,372,1,6,1
99,373,8,92,2
99,374,3,49,1
99,375,3,37,1
99,376,4,56,2
99,377,9,95,1
99,378,6,80,1
99,379,1,8,1
99,380,2,22,1
99,381,4,58,1
99,382,2,29,1
99,383,5,74,1
99,384,4,57,2
99,385,2,27,1
99,386,9,95,1
99,387,1,19,1
99,388,1,4,1
99,389,4,63,1
99,390,7,84,1
99,391,1,19,1
99,392,3,39,1
99,393,9,96,2
99,394,2,23,1
99,395,2,31,2
99,396,1,16,1
99,397,4,64,1
99,398,4,58,1
99,399,1,7,1
99,400,8,91,1
100,351,5,73,2
100,352,3,46,1
100,353,1,2,1
100,354,4,50,1
100,355,1,8,1
100,356,4,56,1
100,357,2,32,1
100,358,1,11,1
100,359,1,5,1
100,360,4,60,1
100,361,8,93,2
100,362,3,37,2
100,363,4,62,1
100,364,1,6,1
100,365,2,32,1
100,366,3,36,1
100,367,10,99,1
100,368,2,28,1
100,369,3,37,1
100,370,5,67,1
100,371,2,33,1
100,372,7,83,1
100,373,9,95,1
100,374,7,85,1
100,375,1,18,1
100,376,1,17,1
100,377,1,3,1
100,378,8,92,1
100,379,9,97,1
100,380,3,40,1
100,381,2,32,1
100,382,4,53,1
100,383,7,87,1
100,384,4,57,1
100,385,2,22,1
100,386,2,33,1
100,387,5,71,1
100,388,2,25,1
100,389,4,62,1
100,390,5,74,1
100,391,3,38,1
100,392,4,57,2
100,393,7,84,1
100,394,6,76,2
100,395,6,75,1
100,396,2,21,1
100,397,1,7,1
100,398,7,85,2
100,399,5,68,1
100,400,4,62,2
101,351,4,56,1
101,352,1,18,1
101,353,2,23,1
101,354,6,76,1
101,355,2,31,1
101,356,1,12,1
101,357,3,47,1
101,358,5,73,1
101,359,3,37,1
101,360,5,69,1
101,361,10,99,2
101,362,6,80,1
101,363,6,82,2
101,364,2,34,1
101,365,1,13,1
101,366,4,54,1
101,367,6,77,1
101,368,2,34,2
101,369,3,42,1
101,370,8,93,1
101,371,1,11,1
101,372,5,74,1
101,373,1,16,2
101,374,2,26,1
101,375,7,86,1
101,376,3,35,1
101,377,4,53,1
101,378,1,5,1
101,379,9,95,1
101,380,4,59,2
101,381,2,30,1
101,382,1,15,1
101,383,2,21,1
101,384,9,96,1
101,385,1,1,1
101,386,1,14,2
101,387,2,29,1
101,388,2,27,1
101,389,1,8,1
101,390,4,63,2
101,391,3,43,1
101,392,5,69,1
101,393,1,2,1
101,394,2,20,1
101,395,3,49,1
101,396,3,37,1
101,397,5,70,1
101,398,3,39,1
101,399,1,14,2
101,400,1,12,1
102,351,6,81,2
102,352,5,68,1
102,353,2,29,1
102,354,6,75,1
102,355,7,87,1
102,356,4,62,2
102,357,4,60,1
102,358,4,50,1
102,359,3,43,1
102,360,2,34,1
102,361,3,47,1
102,362,6,79,1
102,363,2,33,1
102,364,3,36,1
102,365,3,47,1
102,366,2,24,1
102,367,8,89,1
102,368,4,55,1
102,369,6,81,1
102,370,5,69,1
102,371,2,28,1
102,372,4,59,1
102,373,1,4,2
102,374,1,8,1
102,375,7,87,2
102,376,6,76,1
102,377,4,58,1
102,378,6,80,1
102,379,2,28,1
102,380,4,56,1
102,381,1,16,1
102,382,6,78,1
102,383,5,72,2
102,384,8,91,1
102,385,8,91,1
102,386,9,95,1
102,387,3,49,1
102,388,3,40,1
102,389,6,77,2
102,390,2,21,2
102,391,6,81,1
102,392,5,71,2
102,393,4,54,1
102,394,3,38,1
102,395,3,48,1
102,396,8,92,1
102,397,6,81,1
102,398,2,29,1
102,399,2,30,1
102,400,3,49,1
103,351,5,72,2
103,352,5,69,1
103,353,10,99,1
103,354,6,80,1
103,355,5,73,2
103,356,8,91,1
103,357,9,97,2
103,358,1,4,1
103,359,1,8,1
103,360,1,14,2
103,361,4,63,1
103,362,4,51,1
103,363,6,75,1
103,364,3,46,1
103,365,3,46,1
103,366,2,28,1
103,367,1,19,1
103,368,1,11,2
103,369,1,5,1
103,370,7,83,1
103,371,1,8,1
103,372,2,26,1
103,373,6,77,2
103,374,1,6,1
103,375,10,98,1
103,376,5,65,1
103,377,1,4,1
103,378,1,6,1
103,379,6,80,1
103,380,2,22,1
103,381,1,10,1
103,382,6,82,1
103,383,1,18,1
103,384,2,32,1
103,385,7,85,1
103,386,2,31,2
103,387,7,86,1
103,388,4,60,1
103,389,7,86,1
103,390,3,35,1
103,391,1,17,1
103,392,7,84,2
103,393,1,1,2
103,394,8,90,1
103,395,4,61,1
103,396,2,25,2
103,397,5,68,2
103,398,3,37,1
103,399,4,59,1
103,400,5,70,2
104,351,2,23,1
104,352,9,95,2
104,353,3,45,1
104,354,2,26,1
104,355,2,25,1
104,356,2,33,2
104,357,7,85,1
104,358,3,46,1
104,359,5,72,1
104,360,3,39,2
104,361,1,6,1
104,362,2,25,1
104,363,6,78,1
104,364,2,23,1
104,365,6,78,1
104,366,3,47,2
104,367,3,45,2
104,368,4,56,2
104,369,6,78,2
104,370,1,13,1
104,371,2,31,1
104,372,5,72,1
104,373,7,88,1
104,374,5,73,2
104,375,3,47,2
104,376,2,22,1
104,377,1,3,1
104,378,10,98,1
104,379,5,74,1
104,380,2,23,1
104,381,6,76,1
104,382,4,54,1
104,383,3,46,1
104,384,1,14,1
104,385,10,99,1
104,386,8,90,2
104,387,1,5,1
104,388,4,51,2
104,389,1,12,1
104,390,1,3,1
104,391,1,18,1
104,392,3,41,1
104,393,2,34,1
104,394,4,61,1
104,395,6,75,1
104,396,3,49,1
104,397,6,75,1
104,398,7,83,1
104,399,1,9,1
104,400,2,31,1
105,351,4,51,2
105,352,2,24,1
105,353,5,68,2
105,354,1,14,1
105,355,8,91,1
105,356,8,91,2
105,357,1,8,1
105,358,3,45,1
105,359,1,9,1
105,360,5,71,1
105,361,2,27,1
105,362,8,89,2
105,363,3,49,1
105,364,6,81,1
105,365,3,47,1
105,366,10,98,2
105,367,4,56,1
105,368,8,89,1
105,369,9,94,1
105,370,6,80,1
105,371,7,88,1
105,372,2,32,1
105,373,1,12,1
105,374,5,65,2
105,375,2,23,1
105,376,6,77,1
105,377,6,79,1
105,378,2,31,1
105,379,2,22,1
105,380,2,20,1
105,381,4,54,1
105,382,2,33,1
105,383,2,22,2
105,384,2,30,1
105,385,6,77,1
105,386,3,40,1
105,387,5,72,2
105,388,7,88,2
105,389,10,98,1
105,390,4,58,1
105,391,6,76,1
105,392,8,93,1
105,393,1,4,1
105,394,5,71,1
105,395,3,43,1
105,396,7,87,1
105,397,1,4,1
105,398,1,14,1
105,399,2,21,1
105,400,3,47,1
106,351,2,31,1
106,352,4,50,2
106,353,6,76,1
106,354,1,13,1
106,355,5,69,1
106,356,3,36,1
106,357,7,84,1
106,358,5,67,1
106,359,4,54,1
106,360,6,80,1
106,361,2,21,1
106,362,8,92,1
106,363,6,76,2
106,364,7,83,2
106,365,2,32,1
106,366,5,71,1
106,367,2,22,1
106,368,4,61,2
106,369,3,41,1
106,370,4,52,1
106,371,4,52,1
106,372,2,25,1
106,373,1,12,1
106,374,3,47,1
106,375,7,86,1
106,376,3,47,2
106,377,8,91,1
106,378,5,71,2
106,379,1,18,1
106,380,5,67,1
106,381,1,15,1
106,382,1,9,1
106,383,4,61,2
106,384,8,93,1
106,385,5,71,1
106,386,1,17,1
106,387,6,81,1
106,388,7,83,1
106,389,2,25,1
106,390,3,37,1
106,391,4,57,1
106,392,7,84,1
106,393,3,38,1
106,394,7,85,1
106,395,1,6,1
106,396,7,87,1
106,397,1,6,1
106,398,2,22,1
106,399,4,57,1
106,400,10,99,1
107,351,6,80,1
107,352,3,39,2
107,353,7,87,1
107,354,10,99,2
107,355,5,67,1
107,356,1,8,2
107,357,3,39,1
107,358,7,83,1
107,359,3,37,2
107,360,5,67,1
107,361,6,80,1
107,362,3,45,1
107,363,5,68,1
107,364,7,86,2
107,365,3,41,1
107,366,4,57,2
107,367,1,11,1
107,368,2,31,1
107,369,4,57,1
107,370,6,82,1
107,371,4,64,1
107,372,4,58,1
107,373,3,40,1
107,374,6,77,1
107,375,5,70,1
107,376,6,76,2
107,377,8,92,2
107,378,7,85,2
107,379,7,86,1
107,380,6,80,1
107,381,6,77,1
107,382,10,98,2
107,383,3,43,1
107,384,8,91,1
107,385,3,43,1
107,386,8,90,1
107,387,7,88,1
107,388,6,76,1
107,389,10,98,1
107,390,10,99,2
107,391,3,45,1
107,392,1,10,1
107,393,3,47,1
107,394,3,46,1
107,395,6,78,1
107,396,2,27,1
107,397,1,16,2
107,398,9,94,1
107,399,8,90,1
107,400,1,1,1
108,351,3,36,2
108,352,5,74,1
108,353,3,45,2
108,354,3,38,1
108,355,4,62,1
108,356,6,80,1
108,357,7,84,1
108,358,1,4,2
108,359,2,28,1
108,360,3,36,1
108,361,3,39,1
108,362,4,64,1
108,363,1,14,1
108,364,2,26,1
108,365,2,31,1
108,366,3,38,1
108,367,8,91,1
108,368,2,28,1
108,369,9,95,1
108,370,3,38,1
108,371,6,80,2
108,372,1,13,1
108,373,8,89,1
108,374,7,88,1
108,375,7,86,2
108,376,8,89,2
108,377,6,75,1
108,378,8,90,1
108,379,9,94,1
108,380,6,82,1
108,381,2,20,2
108,382,1,7,1
108,383,1,4,1
108,384,5,73,1
108,385,2,22,1
108,386,7,86,1
108,387,5,70,1
108,388,1,13,1
108,389,3,35,1
108,390,5,65,2
108,391,9,95,1
108,392,4,51,1
108,393,2,33,1
108,394,1,8,1
108,395,5,65,2
108,396,4,60,1
108,397,1,11,1
108,398,10,99,1
108,399,6,76,1
108,400,1,8,1
109,351,5,71,1
109,352,5,68,2
109,353,1,10,1
109,354,2,25,1
109,355,3,40,1
109,356,3,43,1
109,357,7,88,1
109,358,4,55,1
109,359,2,30,1
109,360,7,87,2
109,361,5,68,2
109,362,5,65,2
109,363,2,23,1
109,364,6,78,2
109,365,2,34,1
109,366,6,80,1
109,367,1,12,1
109,368,4,54,1
109,369,5,67,1
109,370,4,55,1
109,371,3,47,1
109,372,1,12,1
109,373,2,31,1
109,374,9,96,1
109,375,9,96,1
109,376,5,67,1
109,377,7,85,1
109,378,5,66,2
109,379,8,93,1
109,380,2,25,1
109,381,6,82,1
109,382,1,8,1
109,383,7,83,2
109,384,3,38,2
109,385,6,80,1
109,386,4,59,2
109,387,2,31,1
109,388,7,84,1
109,389,4,55,1
109,390,1,16,1
109,391,8,91,1
109,392,4,62,1
109,393,8,93,1
109,394,2,31,1
109,395,2,26,1
109,396,2,25,1
109,397,9,95,1
109,398,2,32,1
109,399,9,97,1
109,400,8,91,2
110,351,2,33,1
110,352,1,15,1
110,353,2,20,1
110,354,8,92,1
110,355,1,15,1
110,356,1,13,1
110,357,5,72,1
110,358,5,65,1
110,359,1,5,1
110,360,6,80,2
110,361,3,48,1
110,362,3,46,1
110,363,5,71,1
110,364,2,31,1
110,365,5,74,2
110,366,9,95,1
110,367,2,22,1
110,368,3,37,2
110,369,1,16,1
110,370,5,67,1
110,371,5,68,1
110,372,7,85,1
110,373,3,40,1
110,374,1,10,1
110,375,1,9,1
110,376,3,35,1
110,377,1,16,2
110,378,6,75,1
110,379,7,86,1
110,380,4,56,1
110,381,5,70,2
110,382,1,3,1
110,383,1,9,1
110,384,3,35,1
110,385,1,17,2
110,386,7,86,1
110,387,6,80,1
110,388,6,79,1
110,389,2,28,1
110,390,2,23,1
110,391,5,67,1
110,392,9,96,1
110,393,3,46,1
110,394,4,62,1
110,395,6,80,2
110,396,1,1,1
110,397,8,89,1
110,398,4,61,2
110,399,10,98,1
110,400,2,27,1
111,351,4,52,1
111,352,4,58,1
111,353,1,18,1
111,354,4,57,1
111,355,4,53,1
111,356,1,16,1
111,357,1,5,2
111,358,3,46,1
111,359,3,39,1
111,360,4,58,1
111,361,4,59,1
111,362,2,31,1
111,363,7,83,1
111,364,6,76,1
111,365,1,13,1
111,366,2,34,1
111,367,2,34,1
111,368,1,8,1
111,369,4,52,1
111,370,7,83,1
111,371,5,69,1
111,372,3,49,2
111,373,9,97,2
111,374,1,4,1
111,375,9,95,1
111,376,6,77,1
111,377,2,20,1
111,378,5,69,1
111,379,4,53,1
111,380,4,54,1
111,381,2,21,1
111,382,1,6,1
111,383,6,75,1
111,384,3,43,1
111,385,6,78,1
111,386,6,77,2
111,387,6,75,1
111,388,9,97,1
111,389,4,57,1
111,390,3,47,1
111,391,1,7,1
111,392,5,65,2
111,393,2,24,1
111,394,8,90,2
111,395,2,26,1
111,396,3,39,1
111,397,1,3,1
111,398,6,80,1
111,399,5,65,1
111,400,2,29,1
112,351,2,24,1
112,352,6,81,1
112,353,4,55,2
112,354,6,82,1
112,355,4,55,1
112,356,1,1,1
112,357,7,84,1
112,358,1,12,1
112,359,8,91,1
112,360,4,50,1
112,361,4,63,1
112,362,4,57,1
112,363,1,6,1
112,364,8,92,1
112,365,9,94,1
112,366,1,12,1
112,367,1,13,1
112,368,5,71,2
112,369,7,87,1
112,370,2,20,1
112,371,5,69,1
112,372,2,29,1
112,373,3,48,2
112,374,1,9,1
112,375,4,63,1
112,376,3,36,1
112,377,3,40,1
112,378,8,91,1
112,379,7,87,1
112,380,5,66,1
112,381,1,11,1
112,382,2,23,2
112,383,1,12,1
112,384,2,33,1
112,385,1,19,1
112,386,4,60,1
112,387,3,36,1
112,388,1,7,1
112,389,4,60,1
112,390,1,4,1
112,391,2,23,1
112,392,6,75,1
112,393,4,64,1
112,394,3,49,1
112,395,2,23,1
112,396,2,33,1
112,397,3,36,1
112,398,3,38,1
112,399,7,87,1
112,400,5,73,1
113,351,4,63,1
113,352,3,43,1
113,353,6,77,1
113,354,4,51,1
113,355,3,42,1
113,356,1,19,1
113,357,1,7,1
113,358,5,67,1
113,359,1,9,1
113,360,4,55,1
113,361,3,38,1
113,362,1,3,1
113,363,6,79,2
113,364,4,62,1
113,365,6,81,2
113,366,6,80,1
113,367,10,99,1
113,368,3,37,1
113,369,5,71,2
113,370,2,24,1
113,371,1,5,1
113,372,4,58,1
113,373,6,76,1
113,374,2,24,1
113,375,1,2,1
113,376,1,8,1
113,377,2,24,1
113,378,5,74,1
113,379,7,85,1
113,380,9,95,1
113,381,3,43,1
113,382,4,56,1
113,383,1,19,1
113,384,2,21,1
113,385,7,84,1
113,386,3,42,1
113,387,3,42,1
113,388,4,58,1
113,389,4,64,1
113,390,1,16,1
113,391,6,77,1
113,392,3,47,1
113,393,4,64,1
113,394,3,47,1
113,395,3,45,1
113,396,5,74,1
113,397,1,8,1
113,398,1,10,1
113,399,2,22,1
113,400,4,58,1
114,351,4,62,1
114,352,1,13,1
114,353,1,10,1
114,354,2,24,1
114,355,6,79,1
114,356,6,76,1
114,357,1,11,1
114,358,7,85,1
114,359,1,16,2
114,360,9,97,2
114,361,7,83,1
114,362,3,47,1
114,363,4,64,1
114,364,1,13,1
114,365,1,7,1
114,366,1,8,2
114,367,3,47,1
114,368,2,25,1
114,369,2,32,2
114,370,2,20,1
114,371,4,54,1
114,372,1,10,1
114,373,3,39,1
114,374,1,18,1
114,375,4,62,1
114,376,1,9,1
114,377,2,25,1
114,378,8,93,1
114,379,6,79,1
114,380,2,29,2
114,381,4,60,1
114,382,5,67,1
114,383,1,10,1
114,384,4,55,1
114,385,3,45,1
114,386,7,85,1
114,387,1,15,2
114,388,3,43,2
114,389,2,30,2
114,390,2,24,1
114,391,6,82,1
114,392,1,12,1
114,393,4,59,1
114,394,6,76,1
114,395,5,74,1
114,396,2,30,1
114,397,1,2,1
114,398,1,1,1
114,399,1,13,2
114,400,2,32,1
115,351,3,45,1
115,352,3,35,1
115,353,1,18,1
115,354,2,25,1
115,355,1,11,1
115,356,1,14,1
115,357,10,98,1
115,358,9,94,1
115,359,6,78,1
115,360,1,5,1
115,361,4,61,2
115,362,10,98,1
115,363,7,84,1
115,364,1,10,1
115,365,8,92,2
115,366,6,80,1
115,367,5,71,1
115,368,2,34,1
115,369,3,48,2
115,370,3,45,1
115,371,10,98,1
115,372,2,25,1
115,373,2,32,1
115,374,3,48,2
115,375,3,39,1
115,376,4,55,1
115,377,3,48,2
115,378,1,17,1
115,379,6,79,1
115,380,10,99,1
115,381,1,6,1
115,382,1,17,2
115,383,1,10,1
115,384,3,40,1
115,385,1,10,1
115,386,6,75,2
115,387,3,38,2
115,388,6,80,2
115,389,4,55,2
115,390,3,44,1
115,391,1,13,1
115,392,1,18,2
115,393,5,71,1
115,394,8,91,1
115,395,8,89,1
115,396,1,18,2
115,397,4,51,1
115,398,5,70,1
115,399,1,3,1
115,400,8,89,1
116,351,3,43,1
116,352,10,99,1
116,353,6,76,1
116,354,4,51,2
116,355,1,3,1
116,356,6,82,1
116,357,3,45,1
116,358,3,44,1
116,359,2,21,1
116,360,1,12,1
116,361,4,54,1
116,362,4,61,2
116,363,3,40,1
116,364,3,39,1
116,365,1,17,1
116,366,5,69,2
116,367,5,74,1
116,368,2,26,1
116,369,4,63,2
116,370,9,97,1
116,371,4,58,2
116,372,10,98,2
116,373,1,7,1
116,374,4,59,1
116,375,2,20,2
116,376,2,32,1
116,377,2,25,1
116,378,2,34,1
116,379,5,67,1
116,380,3,47,1
116,381,4,53,1
116,382,3,44,2
116,383,5,73,1
116,384,1,12,1
116,385,5,72,1
116,386,1,15,1
116,387,1,1,1
116,388,7,84,2
116,389,4,62,1
116,390,1,10,2
116,391,4,56,1
116,392,9,94,1
116,393,3,38,1
116,394,9,94,1
116,395,5,69,1
116,396,1,9,1
116,397,1,13,1
116,398,6,81,1
116,399,3,37,1
116,400,5,72,1
117,351,5,66,1
117,352,4,53,2
117,353,6,81,1
117,354,1,12,1
117,355,2,23,1
117,356,7,85,1
117,357,3,46,1
117,358,2,29,1
117,359,2,29,1
117,360,3,36,1
117,361,7,85,1
117,362,2,34,1
117,363,8,92,1
117,364,1,12,1
117,365,2,21,1
117,366,7,83,1
117,367,2,22,1
117,368,3,41,1
117,369,4,59,2
117,370,1,2,2
117,371,8,92,2
117,372,8,92,1
117,373,2,31,1
117,374,5,65,1
117,375,9,97,1
117,376,4,61,1
117,377,3,41,1
117,378,1,14,2
117,379,3,41,1
117,380,2,22,1
117,381,2,20,1
117,382,7,86,1
117,383,1,2,1
117,384,4,64,1
117,385,3,48,1
117,386,3,49,1
117,387,5,67,1
117,388,4,62,1
117,389,1,14,1
117,390,7,83,1
117,391,5,72,1
117,392,1,18,1
117,393,1,7,1
117,394,4,50,1
117,395,3,35,2
117,396,9,94,1
117,397,3,44,1
117,398,4,62,1
117,399,8,90,2
117,400,1,2,1
118,351,8,90,1
118,352,1,7,1
118,353,4,53,1
118,354,3,38,1
118,355,2,31,2
118,356,4,52,1
118,357,8,93,1
118,358,6,78,1
118,359,4,54,1
118,360,1,19,1
118,361,6,80,1
118,362,8,89,1
118,363,10,99,1
118,364,2,20,2
118,365,7,85,1
118,366,8,93,1
118,367,1,2,1
118,368,3,41,1
118,369,1,18,1
118,370,4,61,1
118,371,3,36,1
118,372,6,75,1
118,373,3,47,2
118,374,9,94,1
118,375,2,22,1
118,376,5,67,1
118,377,1,3,1
118,378,3,39,1
118,379,6,78,1
118,380,4,53,1
118,381,6,77,1
118,382,3,49,1
118,383,1,17,2
118,384,7,87,1
118,385,3,49,1
118,386,1,2,1
118,387,2,27,1
118,388,1,5,1
118,389,3,49,1
118,390,5,65,1
118,391,2,33,2
118,392,7,84,1
118,393,2,24,1
118,394,1,4,1
118,395,2,25,1
118,396,1,18,1
