544,Monday,12:00,13:00,2021/2022,10,9
545,Monday,13:00,14:00,2021/2022,10,9
546,Monday,14:00,15:00,2021/2022,10,9
547,Tuesday,9:00,10:00,2021/2022,10,8
548,Tuesday,10:00,11:00,2021/2022,10,8
549,Tuesday,11:00,12:00,2021/2022,10,8
550,Tuesday,12:00,13:00,2021/2022,10,7
551,Tuesday,13:00,14:00,2021/2022,10,7
552,Tuesday,14:00,15:00,2021/2022,10,7
553,Wednesday,9:00,10:00,2021/2022,10,6
554,Wednesday,10:00,11:00,2021/2022,10,6
555,Wednesday,11:00,12:00,2021/2022,10,6
556,Wednesday,12:00,13:00,2021/2022,10,10
557,Wednesday,13:00,14:00,2021/2022,10,10
558,Wednesday,14:00,15:00,2021/2022,10,10
559,Thursday,9:00,10:00,2021/2022,10,9
560,Thursday,10:00,11:00,2021/2022,10,9
561,Thursday,11:00,12:00,2021/2022,10,9
562,Thursday,12:00,13:00,2021/2022,10,8
563,Thursday,13:00,14:00,2021/2022,10,8
564,Thursday,14:00,15:00,2021/2022,10,8
565,Friday,9:00,10:00,2021/2022,10,7
566,Friday,10:00,11:00,2021/2022,10,7
567,Friday,11:00,12:00,2021/2022,10,7
568,Friday,12:00,13:00,2021/2022,10,6
569,Friday,13:00,14:00,2021/2022,10,6
570,Friday,14:00,15:00,2021/2022,10,6
571,Monday,9:00,10:00,2021/2022,11,9
572,Monday,10:00,11:00,2021/2022,11,9
573,Monday,11:00,12:00,2021/2022,11,9
574,Monday,12:00,13:00,2021/2022,11,8
575,Monday,13:00,14:00,2021/2022,11,8
576,Monday,14:00,15:00,2021/2022,11,8
577,Tuesday,9:00,10:00,2021/2022,11,7
578,Tuesday,10:00,11:00,2021/2022,11,7
579,Tuesday,11:00,12:00,2021/2022,11,7
580,Tuesday,12:00,13:00,2021/2022,11,6
581,Tuesday,13:00,14:00,2021/2022,11,6
582,Tuesday,14:00,15:00,2021/2022,11,6
583,Wednesday,9:00,10:00,2021/2022,11,10
584,Wednesday,10:00,11:00,2021/2022,11,10
585,Wednesday,11:00,12:00,2021/2022,11,10
586,Wednesday,12:00,13:00,2021/2022,11,9
587,Wednesday,13:00,14:00,2021/2022,11,9
588,Wednesday,14:00,15:00,2021/2022,11,9
589,Thursday,9:00,10:00,2021/2022,11,8
590,Thursday,10:00,11:00,2021/2022,11,8
591,Thursday,11:00,12:00,2021/2022,11,8
592,Thursday,12:00,13:00,2021/2022,11,7
593,Thursday,13:00,14:00,2021/2022,11,7
594,Thursday,14:00,15:00,2021/2022,11,7
595,Friday,9:00,10:00,2021/2022,11,6
596,Friday,10:00,11:00,2021/2022,11,6
597,Friday,11:00,12:00,2021/2022,11,6
598,Friday,12:00,13:00,2021/2022,11,10
599,Friday,13:00,14:00,2021/2022,11,10
600,Friday,14:00,15:00,2021/2022,11,10
601,Monday,9:00,10:00,2021/2022,12,8
602,Monday,10:00,11:00,2021/2022,12,8
603,Monday,11:00,12:00,2021/2022,12,8
604,Monday,12:00,13:00,2021/2022,12,7
605,Monday,13:00,14:00,2021/2022,12,7
606,Monday,14:00,15:00,2021/2022,12,7
607,Tuesday,9:00,10:00,2021/2022,12,6
608,Tuesday,10:00,11:00,2021/2022,12,6
609,Tuesday,11:00,12:00,2021/2022,12,6
610,Tuesday,12:00,13:00,2021/2022,12,10
611,Tuesday,13:00,14:00,2021/2022,12,10
612,Tuesday,14:00,15:00,2021/2022,12,10
613,Wednesday,9:00,10:00,2021/2022,12,9
614,Wednesday,10:00,11:00,2021/2022,12,9
615,Wednesday,11:00,12:00,2021/2022,12,9
616,Wednesday,12:00,13:00,2021/2022,12,8
617,Wednesday,13:00,14:00,2021/2022,12,8
618,Wednesday,14:00,15:00,2021/2022,12,8
619,Thursday,9:00,10:00,2021/2022,12,7
620,Thursday,10:00,11:00,2021/2022,12,7
621,Thursday,11:00,12:00,2021/2022,12,7
622,Thursday,12:00,13:00,2021/2022,12,6
623,Thursday,13:00,14:00,2021/2022,12,6
624,Thursday,14:00,15:00,2021/2022,12,6
625,Friday,9:00,10:00,2021/2022,12,10
626,Friday,10:00,11:00,2021/2022,12,10
627,Friday,11:00,12:00,2021/2022,12,10
628,Friday,12:00,13:00,2021/2022,12,9
629,Friday,13:00,14:00,2021/2022,12,9
630,Friday,14:00,15:00,2021/2022,12,9
631,Monday,9:00,10:00,2021/2022,13,5
632,Monday,10:00,11:00,2021/2022,13,5
633,Monday,11:00,12:00,2021/2022,13,5
634,Monday,12:00,13:00,2021/2022,13,4
635,Monday,13:00,14:00,2021/2022,13,4
636,Monday,14:00,15:00,2021/2022,13,4
637,Tuesday,9:00,10:00,2021/2022,13,3
638,Tuesday,10:00,11:00,2021/2022,13,3
639,Tuesday,11:00,12:00,2021/2022,13,3
640,Tuesday,12:00,13:00,2021/2022,13,2
641,Tuesday,13:00,14:00,2021/2022,13,2
642,Tuesday,14:00,15:00,2021/2022,13,2
643,Wednesday,9:00,10:00,2021/2022,13,1
644,Wednesday,10:00,11:00,2021/2022,13,1
645,Wednesday,11:00,12:00,2021/2022,13,1
646,Wednesday,12:00,13:00,2021/2022,13,5
647,Wednesday,13:00,14:00,2021/2022,13,5
648,Wednesday,14:00,15:00,2021/2022,13,5
649,Thursday,9:00,10:00,2021/2022,13,4
650,Thursday,10:00,11:00,2021/2022,13,4
651,Thursday,11:00,12:00,2021/2022,13,4
652,Thursday,12:00,13:00,2021/2022,13,3
653,Thursday,13:00,14:00,2021/2022,13,3
654,Thursday,14:00,15:00,2021/2022,13,3
655,Friday,9:00,10:00,2021/2022,13,2
656,Friday,10:00,11:00,2021/2022,13,2
657,Friday,11:00,12:00,2021/2022,13,2
658,Friday,12:00,13:00,2021/2022,13,1
659,Friday,13:00,14:00,2021/2022,13,1
660,Friday,14:00,15:00,2021/2022,13,1
661,Monday,9:00,10:00,2021/2022,14,4
662,Monday,10:00,11:00,2021/2022,14,4
663,Monday,11:00,12:00,2021/2022,14,4
664,Monday,12:00,13:00,2021/2022,14,3
665,Monday,13:00,14:00,2021/2022,14,3
666,Monday,14:00,15:00,2021/2022,14,3
667,Tuesday,9:00,10:00,2021/2022,14,2
668,Tuesday,10:00,11:00,2021/2022,14,2
669,Tuesday,11:00,12:00,2021/2022,14,2
670,Tuesday,12:00,13:00,2021/2022,14,1
671,Tuesday,13:00,14:00,2021/2022,14,1
672,Tuesday,14:00,15:00,2021/2022,14,1
673,Wednesday,9:00,10:00,2021/2022,14,5
674,Wednesday,10:00,11:00,2021/2022,14,5
675,Wednesday,11:00,12:00,2021/2022,14,5
676,Wednesday,12:00,13:00,2021/2022,14,4
677,Wednesday,13:00,14:00,2021/2022,14,4
678,Wednesday,14:00,15:00,2021/2022,14,4
679,Thursday,9:00,10:00,2021/2022,14,3
680,Thursday,10:00,11:00,2021/2022,14,3
681,Thursday,11:00,12:00,2021/2022,14,3
682,Thursday,12:00,13:00,2021/2022,14,2
683,Thursday,13:00,14:00,2021/2022,14,2
684,Thursday,14:00,15:00,2021/2022,14,2
685,Friday,9:00,10:00,2021/2022,14,1
686,Friday,10:00,11:00,2021/2022,14,1
687,Friday,11:00,12:00,2021/2022,14,1
688,Friday,12:00,13:00,2021/2022,14,5
689,Friday,13:00,14:00,2021/2022,14,5
690,Friday,14:00,15:00,2021/2022,14,5
691,Monday,9:00,10:00,2021/2022,15,3
692,Monday,10:00,11:00,2021/2022,15,3
693,Monday,11:00,12:00,2021/2022,15,3
694,Monday,12:00,13:00,2021/2022,15,2
695,Monday,13:00,14:00,2021/2022,15,2
696,Monday,14:00,15:00,2021/2022,15,2
697,Tuesday,9:00,10:00,2021/2022,15,1
698,Tuesday,10:00,11:00,2021/2022,15,1
699,Tuesday,11:00,12:00,2021/2022,15,1
700,Tuesday,12:00,13:00,2021/2022,15,5
701,Tuesday,13:00,14:00,2021/2022,15,5
702,Tuesday,14:00,15:00,2021/2022,15,5
703,Wednesday,9:00,10:00,2021/2022,15,4
704,Wednesday,10:00,11:00,2021/2022,15,4
705,Wednesday,11:00,12:00,2021/2022,15,4
706,Wednesday,12:00,13:00,2021/2022,15,3
707,Wednesday,13:00,14:00,2021/2022,15,3
708,Wednesday,14:00,15:00,2021/2022,15,3
709,Thursday,9:00,10:00,2021/2022,15,2
710,Thursday,10:00,11:00,2021/2022,15,2
711,Thursday,11:00,12:00,2021/2022,15,2
712,Thursday,12:00,13:00,2021/2022,15,1
713,Thursday,13:00,14:00,2021/2022,15,1
714,Thursday,14:00,15:00,2021/2022,15,1
715,Friday,9:00,10:00,2021/2022,15,5
716,Friday,10:00,11:00,2021/2022,15,5
717,Friday,11:00,12:00,2021/2022,15,5
718,Friday,12:00,13:00,2021/2022,15,4
719,Friday,13:00,14:00,2021/2022,15,4
720,Friday,14:00,15:00,2021/2022,15,4
